name,restaurant,category,calories,carbs,fat
A&W® Diet Root Beer,A&W Restaurants,Drinks,0,0,0
A&W® Diet Root Beer,A&W Restaurants,Drinks,0,0,0
A&W® Diet Root Beer,A&W Restaurants,Drinks,0,0,0
A&W® Diet Root Beer,A&W Restaurants,Drinks,0,0,0
A&W® Diet Root Beer,A&W Restaurants,Drinks,0,0,0
A&W® Diet Root Beer,A&W Restaurants,Drinks,0,0,0
A&W® Diet Root Beer Float (large),A&W Restaurants,Shakes,350,60,10
A&W® Diet Root Beer Float (medium),A&W Restaurants,Shakes,170,30,5
A&W® Diet Root Beer Float (small),A&W Restaurants,Shakes,170,30,5
A&W® Diet Root Beer Freeze (large),A&W Restaurants,Shakes,600,92,18
A&W® Diet Root Beer Freeze (medium),A&W Restaurants,Shakes,340,53,10
A&W® Diet Root Beer Freeze (small),A&W Restaurants,Shakes,260,39,8
A&W® Root Beer,A&W Restaurants,Drinks,160,43,0
A&W® Root Beer,A&W Restaurants,Drinks,220,58,0
A&W® Root Beer,A&W Restaurants,Drinks,270,72,0
A&W® Root Beer,A&W Restaurants,Drinks,440,116,0
A&W® Root Beer,A&W Restaurants,Drinks,880,232,0
A&W® Root Beer,A&W Restaurants,Drinks,1760,464,0
A&W® Root Beer Float (large),A&W Restaurants,Shakes,640,136,10
A&W® Root Beer Float (medium),A&W Restaurants,Shakes,350,77,5
A&W® Root Beer Float (small),A&W Restaurants,Shakes,330,70,5
A&W® Root Beer Freeze (large),A&W Restaurants,Shakes,820,150,18
A&W® Root Beer Freeze (medium),A&W Restaurants,Shakes,480,89,10
A&W® Root Beer Freeze (small),A&W Restaurants,Shakes,370,68,8
Blue Raspberry Slushee,A&W Restaurants,Drinks,270,67,0
Blue Raspberry Slushee,A&W Restaurants,Drinks,370,91,0
Blue Raspberry Slushee,A&W Restaurants,Drinks,570,142,0
Blue Raspberry Slushee,A&W Restaurants,Drinks,740,182,0
Breaded Onion Rings (Large),A&W Restaurants,Sides,480,62,27
Breaded Onion Rings (Regular),A&W Restaurants,Sides,350,45,16
Caramel Sundae,A&W Restaurants,Desserts,340,57,9
Cheese Curds (Large),A&W Restaurants,Sides,1140,54,80
Cheese Curds (Regular),A&W Restaurants,Sides,570,27,40
Cheese Dog,A&W Restaurants,Entrees,350,26,22
Cheese Fries,A&W Restaurants,French Fries,390,50,18
Cheeseburger,A&W Restaurants,Burgers,420,37,21
Cherry Limeade,A&W Restaurants,Drinks,190,51,0
Cherry Limeade,A&W Restaurants,Drinks,300,79,0
Cherry Limeade,A&W Restaurants,Drinks,340,90,0
Cherry Limeade,A&W Restaurants,Drinks,530,138,0
Cherry Slushee,A&W Restaurants,Drinks,330,83,0
Cherry Slushee,A&W Restaurants,Drinks,450,112,0
Cherry Slushee,A&W Restaurants,Drinks,570,141,0
Cherry Slushee,A&W Restaurants,Drinks,900,224,0
Chicken Strips- 3 pieces,A&W Restaurants,Chicken,500,32,29
Chili,A&W Restaurants,Sides,190,22,6
Chili Cheese Fries,A&W Restaurants,French Fries,410,52,17
Chili Fries,A&W Restaurants,French Fries,370,49,15
Chocolate Fudge Blendrrr,A&W Restaurants,Desserts,490,68,30
Chocolate Fudge Blendrrr,A&W Restaurants,Desserts,560,92,32
Chocolate Fudge Blendrrr,A&W Restaurants,Desserts,1010,152,59
Chocolate Milkshake (medium),A&W Restaurants,Shakes,880,125,36
Chocolate Milkshake (small),A&W Restaurants,Shakes,700,100,29
Chocolate Sundae,A&W Restaurants,Desserts,320,53,8
Coney (Chili) Cheese Dog,A&W Restaurants,Entrees,380,28,23
Coney (Chili) Dog,A&W Restaurants,Entrees,340,26,20
Corn Dog Nuggets® (Regular),A&W Restaurants,Sides,280,32,13
Corn Dog Nuggets® (Small/ Kids),A&W Restaurants,Sides,180,20,8
Crispy Chicken Sandwich,A&W Restaurants,Chicken,550,52,25
Crunchy Shrimp,A&W Restaurants,Seafood,340,34,19
Extra Burger Patty,A&W Restaurants,Sides,170,2,12
French Fries (Large),A&W Restaurants,French Fries,430,61,17
French Fries (Regular),A&W Restaurants,French Fries,310,45,12
French Fries (Small/ Kids),A&W Restaurants,French Fries,200,28,8
Grilled Chicken Sandwich,A&W Restaurants,Chicken,400,31,15
Hamburger,A&W Restaurants,Burgers,380,33,19
Hot Dog (plain),A&W Restaurants,Entrees,310,23,19
Hot Fudge Sundae,A&W Restaurants,Desserts,350,54,11
Lemon Slushee,A&W Restaurants,Drinks,330,82,0
Lemon Slushee,A&W Restaurants,Drinks,440,110,0
Lemon Slushee,A&W Restaurants,Drinks,560,139,0
Lemon Slushee,A&W Restaurants,Drinks,890,221,0
Lime Slushee,A&W Restaurants,Drinks,280,69,0
Lime Slushee,A&W Restaurants,Drinks,380,94,0
Lime Slushee,A&W Restaurants,Drinks,480,119,0
Lime Slushee,A&W Restaurants,Drinks,770,188,0
Limeade,A&W Restaurants,Drinks,140,38,0
Limeade,A&W Restaurants,Drinks,210,55,0
Limeade,A&W Restaurants,Drinks,250,66,0
Limeade,A&W Restaurants,Drinks,390,103,0
M&M’s® Polar Swirl®,A&W Restaurants,Desserts,710,107,25
Orange Float (large),A&W Restaurants,Shakes,610,137,9
Orange Float (medium),A&W Restaurants,Shakes,340,81,4.5
Orange Float (small),A&W Restaurants,Shakes,320,74,4.5
Orange Freeze (medium),A&W Restaurants,Shakes,600,142,10
Orange Freeze (medium),A&W Restaurants,Shakes,970,223,18
Orange Freeze (small),A&W Restaurants,Shakes,450,108,8
Oreo® Cookies & Cream Blendrrr,A&W Restaurants,Desserts,340,56,12
Oreo® Cookies & Cream Blendrrr,A&W Restaurants,Desserts,430,72,15
Oreo® Cookies & Cream Blendrrr,A&W Restaurants,Desserts,650,109,21
Oreo® Polar Swirl®,A&W Restaurants,Desserts,690,107,24
Original Bacon Cheeseburger,A&W Restaurants,Burgers,530,39,30
Original Bacon Double Cheeseburger,A&W Restaurants,Burgers,760,45,45
Original Double Cheeseburger,A&W Restaurants,Burgers,680,44,38
Papa Burger®,A&W Restaurants,Burgers,690,44,39
Papa Single Burger,A&W Restaurants,Burgers,470,38,25
Pineapple Banana Smoothee,A&W Restaurants,Shakes,400,85,6
Pineapple Banana Smoothee,A&W Restaurants,Shakes,480,104,6
Pineapple Banana Smoothee,A&W Restaurants,Shakes,750,160,10
Reese’s® Peanut Butter Fudge Blendrrr,A&W Restaurants,Desserts,700,103,41
Reese’s® Peanut Butter Fudge Blendrrr,A&W Restaurants,Desserts,710,108,41
Reese’s® Peanut Butter Fudge Blendrrr,A&W Restaurants,Desserts,1360,203,79
Reese’s® Polar Swirl®,A&W Restaurants,Desserts,740,97,31
Strawberry Banana Smoothee,A&W Restaurants,Shakes,390,78,6
Strawberry Banana Smoothee,A&W Restaurants,Shakes,420,86,6
Strawberry Banana Smoothee,A&W Restaurants,Shakes,680,137,10
Strawberry Limeade,A&W Restaurants,Drinks,230,58,0
Strawberry Limeade,A&W Restaurants,Drinks,290,75,0
Strawberry Limeade,A&W Restaurants,Drinks,420,105,0
Strawberry Limeade,A&W Restaurants,Drinks,560,143,0
Strawberry Milkshake (medium),A&W Restaurants,Shakes,840,113,36
Strawberry Milkshake (small),A&W Restaurants,Shakes,670,90,29
Strawberry Smoothee,A&W Restaurants,Shakes,360,70,6
Strawberry Smoothee,A&W Restaurants,Shakes,370,74,6
Strawberry Smoothee,A&W Restaurants,Shakes,610,121,10
Strawberry Sundae,A&W Restaurants,Desserts,300,47,8
Vanilla Cone (large),A&W Restaurants,Desserts,260,41,7
Vanilla Cone (regular),A&W Restaurants,Desserts,200,32,5
Vanilla Milkshake (medium,A&W Restaurants,Shakes,900,121,39
Vanilla Milkshake (small),A&W Restaurants,Shakes,720,97,31
Watermelon Slushee,A&W Restaurants,Drinks,270,73,0
Watermelon Slushee,A&W Restaurants,Drinks,360,99,0
Watermelon Slushee,A&W Restaurants,Drinks,460,124,0
Watermelon Slushee,A&W Restaurants,Drinks,720,197,0
Add Fried Shrimp,Applebee's,Sides,390,35,21
Add Grilled Shrimp,Applebee's,Sides,230,2,17
Appetizer Sampler,Applebee's,Appetizers,2375,169,162
"Apple Walnut Chicken Salad, Half",Applebee's,Salads,630,33,43
"Apple Walnut Chicken Salad, Half w/o dressing",Applebee's,Salads,350,15,20
"Apple Walnut Chicken Salad, Regular",Applebee's,Salads,1030,54,67
"Apple Walnut Chicken Salad, Regular w/o dressing",Applebee's,Salads,470,18,22
Applebee’s House Salad,Applebee's,Salads,180,12,15
Applebee’s House Salad (without dressing),Applebee's,Salads,180,12,15
Applebee’s Limeades,Applebee's,Drinks,130,59,0
Applebee’s Reuben,Applebee's,Sandwiches,1140,49,81
Applebee’s Reuben,Applebee's,Sandwiches,630,25,47
Applebee’s Riblets Basket,Applebee's,Ribs,1115,92,55
Applebee’s Riblets Platter,Applebee's,Ribs,1705,134,86
Asiago Peppercorn Steak,Applebee's,Entrees,380,25,14
Asiago Peppercorn Steak w/sides,Applebee's,Entrees,380,25,14
Bacon Cheddar Cheeseburger,Applebee's,Burgers,970,51,60
Bacon Cheese Chicken Grill,Applebee's,Sandwiches,750,50,33
Baked Potato,Applebee's,Sides,430,42,28
Baked Potato Soup,Applebee's,Soups,420,27,32
Baked Potato Soup,Applebee's,Soups,360,20,28
BBQ Pulled Pork Sliders,Applebee's,Burgers,1030,90,48
Black Bean Soup,Applebee's,Soups,190,21,9
Blackened Tilapia Sandwich,Applebee's,Sandwiches,740,54,42
Blue Ribbon Brownie,Applebee's,Desserts,1310,176,63
"Boneless Wings, Classic Buffalo",Applebee's,Appetizers,1160,66,69
"Boneless Wings, Honey BBQ",Applebee's,Appetizers,1250,16,55
"Boneless Wings, Hot Buffalo",Applebee's,Appetizers,1170,67,69
"Boneless Wings, Southern BBQ",Applebee's,Appetizers,1110,83,55
"Boneless Wings, Sweet & spicy sauce",Applebee's,Appetizers,1150,90,55
Bourbon Street Chicken & Shrimp,Applebee's,Entrees,750,31,45
Bourbon Street Steak,Applebee's,Entrees,760,35,44
Breadstick,Applebee's,Sides,290,22,19
Broccoli Cheddar Soup,Applebee's,Soups,340,19,26
Broccoli Cheddar Soup,Applebee's,Soups,280,12,23
Brownie Bite,Applebee's,Desserts,360,49,17
Bruschetta Chicken,Applebee's,Chicken,850,56,42
"Bruschetta Chicken Salad, Half",Applebee's,Salads,740,45,44
"Bruschetta Chicken Salad, Half w/o dressing",Applebee's,Salads,580,40,30
"Bruschetta Chicken Salad, Regular",Applebee's,Salads,1110,67,66
"Bruschetta Chicken Salad, Regular w/o dressing",Applebee's,Salads,790,56,36
Caesar Salad,Applebee's,Salads,220,8,19
Cajun Shrimp Pasta,Applebee's,Entrees,1170,95,69
"California Shrimp Salad, Half",Applebee's,Salads,500,16,42
"California Shrimp Salad, Half w/o dressing",Applebee's,Salads,330,14,23
"California Shrimp Salad, Regular",Applebee's,Salads,740,21,61
"California Shrimp Salad, Regular w/o dressing",Applebee's,Salads,380,16,24
California Turkey Club,Applebee's,Sandwiches,970,60,55
Cheese Quesadilla Grande,Applebee's,Appetizers,1130,85,87
Cheeseburger,Applebee's,Burgers,940,52,58
Cheeseburger Sliders,Applebee's,Burgers,1270,82,82
Cheeseburger Sliders add bacon,Applebee's,Burgers,1330,83,87
Cheeseburger Sliders with Applewood Smoked Bacon,Applebee's,Burgers,1330,83,87
Cheesy Corn,Applebee's,Sides,350,28,20
Chicken Broccoli Pasta Alfredo,Applebee's,Entrees,1350,111,72
Chicken Caesar Salad,Applebee's,Salads,310,8,20
Chicken Fajita Rollup,Applebee's,Sandwiches,850,63,62
Chicken Fajita Rollup,Applebee's,Sandwiches,560,45,41
Chicken Fettuccine Carbonara,Applebee's,Entrees,1440,107,82
Chicken Fried Chicken,Applebee's,Chicken,1230,112,59
"Chicken Fried Steak (includes mashed potato, gravy & vegetable)",Applebee's,Entrees,1260,118,61
Chicken Noodle Soup,Applebee's,Soups,160,17,4
Chicken Noodle Soup,Applebee's,Soups,110,11,3
Chicken Parmesan Stack,Applebee's,Chicken,1690,130,95
Chicken Quesadilla Grande,Applebee's,Appetizers,1290,90,90
Chicken Tenders Basket,Applebee's,Chicken,102,85,60
Chicken Tenders Platter,Applebee's,Chicken,1320,107,78
Chicken Tortilla Soup,Applebee's,Soups,180,18,8
Chicken Tortilla Soup,Applebee's,Soups,140,12,7
Chili,Applebee's,Soups,310,10,26
Chili,Applebee's,Soups,370,16,28
"Chili Cheese Fries, Side",Applebee's,French Fries,550,59,33
Chili Cheese Nachos,Applebee's,Appetizers,1680,134,107
Chips and Spicy Chipotle Lime Salsa,Applebee's,Appetizers,960,106,53
Chocolate Chip Cookie Sundae,Applebee's,Desserts,154,210,74
Chocolate Mousse Shooter,Applebee's,Desserts,450,42,31
Clam Chowder,Applebee's,Soups,350,22,24
Clam Chowder,Applebee's,Soups,290,16,20
Classic Club House Grill,Applebee's,Sandwiches,1150,77,67
"Classic Wings, Classic Buffalo",Applebee's,Appetizers,710,8,49
"Classic Wings, Honey BBQ",Applebee's,Appetizers,790,59,35
"Classic Wings, Hot Buffalo",Applebee's,Appetizers,720,9,49
"Classic Wings, Southern BBQ",Applebee's,Appetizers,660,25,35
"Classic Wings, Sweet & spicy sauce",Applebee's,Appetizers,690,32,35
Cole Slaw,Applebee's,Sides,140,15,9
Cowboy Burger,Applebee's,Burgers,1180,77,70
Crispy Orange Chicken,Applebee's,Chicken,1520,208,53
Crunchy Onion Rings,Applebee's,Appetizers,1290,181,56
"Crunchy Onion Rings, Side",Applebee's,Sides,530,63,28
Decadent Shakes,Applebee's,Shakes,915,109,46
Double Crunch Shrimp,Applebee's,Seafood,1280,133,69
Double-Glazed Baby Back Ribs,Applebee's,Ribs,1345,95,72
Double-Glazed Baby Back Ribs – Half Rack,Applebee's,Ribs,935,88,49
Fiesta Lime Chicken®,Applebee's,Chicken,1160,94,67
Fire Pit Bacon Burger,Applebee's,Burgers,1100,53,73
Florentine Ravioli with Chicken,Applebee's,Entrees,1300,77,82
French Dip Sliders,Applebee's,Burgers,840,75,49
French Dip Sliders,Applebee's,Burgers,590,50,36
French Onion Soup,Applebee's,Soups,260,16,14
"Fresh Fruit, Side",Applebee's,Sides,90,24,0
Fried Chicken Salad,Applebee's,Salads,380,20,27
"Fried Chicken Salad, Half",Applebee's,Salads,530,26,42
"Fried Chicken Salad, Half w/o dressing",Applebee's,Salads,310,12,23
"Fried Chicken Salad, Regular",Applebee's,Salads,980,50,79
"Fried Chicken Salad, Regular w/o dressing",Applebee's,Salads,540,23,42
Fried Red Potatoes,Applebee's,Sides,150,22,5
"Fries, Side",Applebee's,French Fries,390,53,18
"Fries, Side",Applebee's,Kid's Meals,390,53,18
Frozen Lemonades,Applebee's,Drinks,255,64,0
Garlic Herb Salmon,Applebee's,Seafood,690,61,29
Garlic Mashed Potatoes,Applebee's,Sides,330,38,18
"Grilled Chicken Caesar, Half",Applebee's,Salads,410,12,29
"Grilled Chicken Caesar, Half w/o dressing",Applebee's,Salads,180,10,5
"Grilled Chicken Caesar, Regular",Applebee's,Salads,820,25,57
"Grilled Chicken Caesar, Regular w/o dressing",Applebee's,Salads,370,21,10
Grilled Chicken Wonton Tacos,Applebee's,Appetizers,590,58,24
Grilled Dijon Chicken & Portobellos,Applebee's,Entrees,470,30,16
Grilled Dijon Chicken & Portobellos,Applebee's,Chicken,470,30,16
Grilled Shrimp & Island Rice,Applebee's,Seafood,370,56,4.5
Grilled Shrimp ‘N Spinach Salad,Applebee's,Salads,260,20,15
"Grilled Shrimp ‘N Spinach Salad, Half",Applebee's,Salads,620,33,44
"Grilled Shrimp ‘N Spinach Salad, Half w/o dressing",Applebee's,Salads,460,12,35
"Grilled Shrimp ‘N Spinach Salad, Regular",Applebee's,Salads,1010,63,69
"Grilled Shrimp ‘N Spinach Salad, Regular w/o dressing",Applebee's,Salads,680,20,51
"Grilled Steak Caesar, Half",Applebee's,Salads,460,13,34
"Grilled Steak Caesar, Half w/o dressing",Applebee's,Salads,230,11,10
"Grilled Steak Caesar, Regular",Applebee's,Salads,910,25,68
"Grilled Steak Caesar, Regular w/o dressing",Applebee's,Salads,460,21,21
Hamburger,Applebee's,Burgers,790,50,46
Hand-Battered Fish & Chips,Applebee's,Seafood,1570,108,106
Hand-Battered Fish Sandwich,Applebee's,Sandwiches,860,63,58
Honey BBQ Chicken Sandwich,Applebee's,Sandwiches,1000,87,42
Hot Fudge Sundae Shooter,Applebee's,Desserts,350,43,18
House Salad,Applebee's,Salads,120,9,8
House Sirloin,Applebee's,Entrees,310,0,13
House Sirloin,Applebee's,Entrees,250,0,12
Kids 4oz Sirloin Steak,Applebee's,Kid's Meals,140,0,7
Kids Apple Juice (6.75 oz),Applebee's,Kid's Meals,70,17,0
Kids Applesauce side,Applebee's,Kid's Meals,50,27,0
Kids Celery side with Dressing,Applebee's,Kid's Meals,220,5,22
Kids Cheese Pizza,Applebee's,Kid's Meals,550,44,31
Kids Chicken Tenders,Applebee's,Kid's Meals,240,11,14
Kids Chocolate Milk (1% 8oz),Applebee's,Kid's Meals,215,36,4
Kids Corn Dog,Applebee's,Kid's Meals,260,28,14
Kids Fried Shrimp,Applebee's,Kid's Meals,230,16,14
Kids Grape Juice (6.75 oz),Applebee's,Kid's Meals,80,20,0
Kids Grilled Cheese (Hawaiian bread),Applebee's,Kid's Meals,610,51,36
Kids Grilled Cheese (sourdough bread),Applebee's,Kid's Meals,630,54,36
Kids Grilled Chicken Sandwich,Applebee's,Kid's Meals,230,23,5
Kids Hot Dog,Applebee's,Kid's Meals,330,31,18
Kids Hot Fudge Sundae,Applebee's,Kid's Meals,350,45,18
Kids Kraft Macaroni and Cheese,Applebee's,Kid's Meals,300,45,9
Kids Milk (1% or 2% 8 oz),Applebee's,Kid's Meals,130,14,4
Kids Mini Cheeseburger – 1,Applebee's,Kid's Meals,430,24,30
Kids Mini Cheeseburgers – 2,Applebee's,Kid's Meals,740,47,46
Kids Mini Hamburger – 1,Applebee's,Kid's Meals,390,23,27
Kids Mini Hamburger – 2,Applebee's,Kid's Meals,660,46,40
Kids Orange-Tangerine Juice (6.75 oz),Applebee's,Kid's Meals,70,17,0
Kids OREO® Cookie Milkshake,Applebee's,Kid's Meals,780,97,41
Kids OREO® Cookie Sundae,Applebee's,Kid's Meals,360,43,19
Kids Pasta with Marinara Sauce,Applebee's,Kid's Meals,360,60,7
Kids Steamed Broccoli Side,Applebee's,Kid's Meals,30,4,0
Kids Strawberry Sundae,Applebee's,Kid's Meals,260,31,14
Kids Tropicana Fruit Punch (12 oz),Applebee's,Kid's Meals,70,19,0
Kids Vanilla Sundae,Applebee's,Kid's Meals,230,24,14
Kids Vanilla Sundae with Hershey’s Syrup,Applebee's,Kid's Meals,330,49,14
Loaded Baked Potato,Applebee's,Sides,500,42,35
Loaded Mashed Potatoes,Applebee's,Sides,550,41,42
Maple Butter Blondie,Applebee's,Desserts,1100,115,63
Margherita Chicken,Applebee's,Chicken,800,67,30
Mozzarella Sticks,Applebee's,Appetizers,940,84,48
New England Fish & Chips,Applebee's,Seafood,1930,121,138
New York Strip,Applebee's,Entrees,480,1,24
Orange Glazed Salmon,Applebee's,Seafood,730,98,17
Oriental Chicken Rollup,Applebee's,Sandwiches,1160,121,60
Oriental Chicken Salad,Applebee's,Salads,420,25,29
"Oriental Chicken Salad, Half",Applebee's,Salads,670,42,49
"Oriental Chicken Salad, Half w/o dressing",Applebee's,Salads,340,25,20
"Oriental Chicken Salad, Regular",Applebee's,Salads,1340,85,98
"Oriental Chicken Salad, Regular w/o dressing",Applebee's,Salads,680,50,41
Oriental Grilled Chicken Salad,Applebee's,Salads,430,36,21
"Oriental Grilled Chicken Salad, Half",Applebee's,Salads,680,55,40
"Oriental Grilled Chicken Salad, Half w/o dressing",Applebee's,Salads,340,38,9
"Oriental Grilled Chicken Salad, Regular",Applebee's,Salads,1290,92,79
"Oriental Grilled Chicken Salad, Regular w/o dressing",Applebee's,Salads,590,58,19
"Pecan-Crusted Chicken Salad, Half",Applebee's,Salads,820,72,48
"Pecan-Crusted Chicken Salad, Half w/o dressing",Applebee's,Salads,580,53,31
"Pecan-Crusted Chicken Salad, Regular",Applebee's,Salads,1350,114,80
"Pecan-Crusted Chicken Salad, Regular w/o dressing",Applebee's,Salads,880,76,46
Philly Burger,Applebee's,Burgers,1130,70,67
Pork Wonton Tacos,Applebee's,Appetizers,820,68,41
Potato Skins,Applebee's,Appetizers,1090,66,103
Potato Twisters,Applebee's,Appetizers,970,81,60
Provolone-Stuffed Meatballs with Fettuccine,Applebee's,Entrees,1520,116,90
Quesadilla Burger,Applebee's,Burgers,1240,44,103
Queso Blanco,Applebee's,Appetizers,1330,114,82
Queso Blanco with chili,Applebee's,Appetizers,1440,118,89
Red Beans & Rice,Applebee's,Sides,290,48,6
Ribeye,Applebee's,Entrees,670,3,47
Riblet and Chicken Tenders Basket,Applebee's,Chicken,1295,103,73
1% Lowfat Chocolate Milk*,Arby's,Kid's Meals,160,28,2
2% Reduced Fat White Milk*,Arby's,Kid's Meals,120,12,4.5
Angus Cool Deli Sandwich,Arby's,Sandwiches,640,47,35
Angus Cool Deli Wrap,Arby's,Wraps,620,41,36
Angus Three Cheese & Bacon Sandwich,Arby's,Sandwiches,660,46,33
Apple Turnover,Arby's,Desserts,440,68,17
Applesauce,Arby's,Kid's Meals,80,21,0
Arby’s Melt,Arby's,Sandwiches,390,39,16
Arby’s Sauce® Adds,Arby's,Sandwiches,15,3,0
Bacon Beef ‘n Cheddar,Arby's,Sandwiches,520,43,26
"Bacon, Egg & Cheese Biscuit",Arby's,Breakfast,450,34,26
Beef’n Cheddar Classic,Arby's,Sandwiches,450,43,21
Beef’n Cheddar Max,Arby's,Sandwiches,680,46,37
Beef’n Cheddar Mild,Arby's,Sandwiches,550,43,28
Buffalo Dipping Sauce Adds,Arby's,Sides,10,1,1
CapriSun® Fruit Juice,Arby's,Kid's Meals,80,21,0
Cherry Turnover,Arby's,Desserts,440,67,17
Chicken Bacon & Swiss – Crispy,Arby's,Sandwiches,600,53,28
Chicken Bacon & Swiss – Roast,Arby's,Sandwiches,470,43,19
Chicken Biscuit*,Arby's,Breakfast,350,39,15
Chicken Cordon Bleu – Crispy,Arby's,Chicken,620,51,30
Chicken Cordon Bleu – Roast,Arby's,Chicken,490,40,21
Chocolate Chunk Cookies (2),Arby's,Desserts,420,54,21
Chocolate Shake – Regular,Arby's,Shakes,570,98,15
Chocolate Shake – Small,Arby's,Shakes,450,75,12
Chocolate Turnover,Arby's,Desserts,510,67,25
Chopped Farmhouse Chicken Salad – Crispy,Arby's,Salads,430,30,24
Chopped Farmhouse Chicken Salad – Roast,Arby's,Salads,250,11,13
Chopped Side Salad,Arby's,Salads,70,4,5
Classic Italian Toasted Sub,Arby's,Sandwiches,590,47,37
Cravin’ Chicken Sandwich – Crispy,Arby's,Sandwiches,500,53,21
Cravin’ Chicken Sandwich – Roast,Arby's,Sandwiches,370,42,12
Curly Fries – Kids,Arby's,Kid's Meals,270,33,14
Curly Fries – Large,Arby's,French Fries,710,87,37
Curly Fries – Medium,Arby's,French Fries,600,74,31
Curly Fries – Small,Arby's,French Fries,450,55,24
Curly Fries – Value,Arby's,French Fries,270,33,14
Deluxe Bacon Cheddar,Arby's,Sandwiches,430,42,19
French Dip & Swiss/Au Jus,Arby's,Sandwiches,450,51,17
Ham & Swiss Melt,Arby's,Sandwiches,300,37,8
"Ham, Egg & Cheese Croissant",Arby's,Breakfast,270,22,14
"Ham, Egg & Cheese Sourdough",Arby's,Breakfast,480,46,20
Homestyle Fries – Kids,Arby's,Kid's Meals,240,35,10
Homestyle Fries – Large,Arby's,French Fries,610,86,26
Homestyle Fries – Medium,Arby's,French Fries,480,69,21
Homestyle Fries – Small,Arby's,French Fries,360,52,16
Honey Dijon Mustard Sauce Adds,Arby's,Sides,140,5,13
Horsey Sauce® Adds,Arby's,Sandwiches,50,3,5
Jalapeno Bites® – (5),Arby's,Sides,300,31,17
Jalapeno Bites® – (8),Arby's,Sides,470,49,27
Jamocha Oreo® Shake – Small,Arby's,Shakes,460,85,15
Jamocha Oreo® Swirl Shake – Regular,Arby's,Shakes,630,115,20
Jamocha Shake – Regular,Arby's,Shakes,570,97,15
Jamocha Shake – Small,Arby's,Shakes,440,75,12
Jr Chicken Sandwich,Arby's,Sandwiches,340,33,17
Jr Chocolate Shake,Arby's,Shakes,350,60,9
Jr Deluxe Sandwich,Arby's,Sandwiches,270,25,14
Jr Ham & Cheddar Sandwich,Arby's,Sandwiches,210,26,6
Jr Jamocha Shake,Arby's,Shakes,350,60,9
Jr Roast Beef,Arby's,Kid's Meals,210,24,8
Jr Roast Beef Sandwich,Arby's,Sandwiches,210,24,8
Jr Vanilla Shake,Arby's,Shakes,290,45,9
Loaded Potato Bites® – (5),Arby's,Sides,350,32,21
Loaded Potato Bites® – (8),Arby's,Sides,570,51,34
Mozzarella Sticks – (4),Arby's,Sides,440,39,23
Mozzarella Sticks – (6),Arby's,Sides,660,59,34
Outside-In Cinnamon Bites™,Arby's,Breakfast,300,36,15
Potato Cakes (2),Arby's,Kid's Meals,260,28,15
Potato Cakes (2),Arby's,Sides,260,28,15
Potato Cakes (3),Arby's,Sides,390,42,23
Potato Cakes (4),Arby's,Sides,510,57,30
Prime-Cut™ Chicken Tenders (3),Arby's,Chicken,360,31,17
Prime-Cut™ Chicken Tenders (5),Arby's,Chicken,610,52,28
Prime-Cut™ Chicken Tenders – (2),Arby's,Kid's Meals,240,21,11
Ranch Dipping Sauce Adds,Arby's,Sides,160,2,16
Reuben Sandwich,Arby's,Sandwiches,700,64,32
Roast Beef Classic,Arby's,Sandwiches,360,37,14
Roast Beef Max,Arby's,Sandwiches,610,46,29
Roast Beef Mild,Arby's,Sandwiches,470,38,22
Roast Chicken Club,Arby's,Sandwiches,460,41,18
Roast Turkey & Swiss Sandwich,Arby's,Sandwiches,710,78,28
Roast Turkey & Swiss Wrap,Arby's,Wraps,500,42,24
"Roast Turkey, Ranch & Bacon Sandwich",Arby's,Sandwiches,810,78,36
"Roast Turkey, Ranch & Bacon Wrap",Arby's,Wraps,600,42,32
Sausage Biscuit,Arby's,Breakfast,460,33,31
Sausage Gravy Biscuit,Arby's,Breakfast,460,45,26
"Sausage, Egg & Cheese Wrap",Arby's,Breakfast,740,45,47
Shroom & Swiss,Arby's,Sandwiches,520,46,28
Smokin’ Chipotle Chicken*,Arby's,Sandwiches,590,60,23
Steakhouse Onion Rings (5),Arby's,Sides,460,56,24
Super Roast Beef,Arby's,Sandwiches,440,44,20
Tangy Barbeque Sauce Adds,Arby's,Sides,45,11,0
Turkey Bacon Club Toasted Sub,Arby's,Sandwiches,480,47,21
Vanilla Shake – Regular,Arby's,Shakes,480,74,15
Vanilla Shake – Small,Arby's,Shakes,380,60,12
Abc Special,Atlanta Bread Company,Sandwiches,750,57,38
Almond Croissant,Atlanta Bread Company,Breakfast,620,67,35
Apple Croissant,Atlanta Bread Company,Breakfast,420,65,15
Apple Danish,Atlanta Bread Company,Breakfast,460,67,18
Apple Spice Bagel,Atlanta Bread Company,Breakfast,330,68,2.5
Asiago Bagel,Atlanta Bread Company,Breakfast,390,53,11
Asiago Cream Pasta,Atlanta Bread Company,Entrees,920,76,50
Asiago Focaccia,Atlanta Bread Company,Breads,290,39,9
Asiago Loaf,Atlanta Bread Company,Breads,80,14,1
Asiago Strip,Atlanta Bread Company,Breads,330,60,4.5
"Bacon, Egg & Cheese Sandwich",Atlanta Bread Company,Breakfast,490,52,21
Baja Chicken Enchilada,Atlanta Bread Company,Soups,330,23,19
Baked Potato,Atlanta Bread Company,Soups,230,23,13
Balsamic Bleu Salad,Atlanta Bread Company,Salads,330,35,18
Banana Nut Muffin,Atlanta Bread Company,Breakfast,610,63,36
